id,Description_Translated
3829,"Name: Construction machine with bucket
Main_Category: Cars, steering wheels and garages
Remaining_Categories: Toys,"
3830,"Name: Dump truck ""Rock dump""
Main_Category: Cars, steering wheels and garages
Remaining_Categories: Toys,"
3831,"Name: Robot Bibo's sister - Bibel
Main_Category: Robots and interactive toys
Remaining_Categories: Musical toys, Toys,"
3832,"Name: Bench for sensory development
Main_Category: No_translation"
3833,"Name: Sling backpack manduca First
Main_Category: Kangaroo bags, ergo-backpacks and slings
Remaining_Categories: Walks and travel,"
3834,"Name: Stokke FlexiBath
Main_Category: Everything for swimming
Remaining_Categories: Room and sleep, Walks and travel,"
3835,"Name: Snow scooter Bars Comfort Soft with folding backrest
Main_Category: Sleds and snow scooters
Remaining_Categories: Children's transport,"
3836,"Name: Sorter Rainbow blocks set of 10 pieces.
Main_Category: Sorters
Remaining_Categories: Toys, Constructors,"
3837,"Name: Sorter pyramid sensory blocks
Main_Category: Sorters"
3838,"Name: Snow scooter Pilsan “Rally Sledge”
Main_Category: Sleds and snow scooters"
3839,"Name: Sorter “Hedgehog”
Main_Category: Sorters
Remaining_Categories: Toys,"
3840,"Name: Tricycle PUKY CAT 1SP 2459
Main_Category: Bicycles
Remaining_Categories: Children's transport,"
3841,"Name: High chair CAM Mini Plus
Main_Category: High chairs
Remaining_Categories: Room and sleep,"
3842,"Name: Sorter Rainbow blocks MINI 20 pcs.
Main_Category: No_translation
Remaining_Categories: Sorters,"
3843,"Name: Sorter ""Farm Frenzy""
Main_Category: Sorters
Remaining_Categories: Toys, Cars, steering wheels and garages,"
3845,"Name: High chair Happy Baby Kevin V2
Main_Category: High chairs
Remaining_Categories: Room and sleep,"
3846,"Name: Smoby bathing chair
Main_Category: Everything for swimming
Remaining_Categories: Room and sleep, Walks and travel,"
3847,"Name: Sorter “Funny Car”
Main_Category: Sorters
Remaining_Categories: Toys, Cars, steering wheels and garages,"
3848,"Name: Chicco Polly 2start high chair
Main_Category: High chairs
Remaining_Categories: Room and sleep,"
3849,"Name: Tea Time high chair
Main_Category: High chairs
Remaining_Categories: Room and sleep,"
3850,"Name: Sorter 3D Feel & Find Feel and find
Main_Category: Sorters
Remaining_Categories: Toys, Constructors,"
3851,"Name: High chair Cocoon Oribel
Main_Category: High chairs
Remaining_Categories: Room and sleep,"
3852,"Name: Sorter “Pirate Chest”
Main_Category: Sorters
Remaining_Categories: Toys,"
3853,"Name: Sorter “Crawling Turtle”
Main_Category: Sorters
Remaining_Categories: Learning to crawl/walk, Toys,"
3854,"Name: Chicco Polly high chair
Main_Category: High chairs
Remaining_Categories: Room and sleep,"
3855,"Name: Chicco New Polly high chair
Main_Category: High chairs
Remaining_Categories: Room and sleep,"
3856,"Name: High chair Prima Pappa Diner
Main_Category: High chairs
Remaining_Categories: Room and sleep,"
3857,"Name: Wheelchair table “Fast horse”
Main_Category: Gurneys
Remaining_Categories: Musical toys, Toys, Educational tables,"
3858,"Name: Chicco Pocket Meal high chair
Main_Category: High chairs
Remaining_Categories: Room and sleep,"
3859,"Name: High chair Pappa Zero-3
Main_Category: High chairs
Remaining_Categories: Room and sleep,"
3860,"Name: Chicco Polly Magic Relax high chair
Main_Category: High chairs
Remaining_Categories: Room and sleep,"
3861,"Name: Dry pool with balls ""Terra""
Main_Category: Dry pools
Remaining_Categories: Everything for the holiday, Exercise machines and gaming complexes,"
3862,"Name: Sorter 3D Feel & Find International symbols
Main_Category: Sorters
Remaining_Categories: Toys, Constructors,"
3863,"Name: Safety 1st Kanji High Chair
Main_Category: High chairs
Remaining_Categories: Room and sleep,"
3864,"Name: Dry pool with balls “Underwater World”
Main_Category: Dry pools
Remaining_Categories: Everything for the holiday, Exercise machines and gaming complexes,"
3865,"Name: Dry pool with balls “Summer Fairy Tale”
Main_Category: Dry pools
Remaining_Categories: Everything for the holiday, Exercise machines and gaming complexes,"
3866,"Name: Supermarket City Shop
Main_Category: Role-playing toys
Remaining_Categories: Toys,"
3867,"Name: Dry pool with balls “Veselaya Polyanka”
Main_Category: Dry pools
Remaining_Categories: Everything for the holiday, Exercise machines and gaming complexes,"
3868,"Name: Walker “Little Driver” 3-in-1
Main_Category: Walkers
Remaining_Categories: Exercise machines and gaming complexes,"
3869,"Name: Smart Stages Scientist Puppy
Main_Category: No_translation"
3870,"Name: Bibo Robot Dance Mat
Main_Category: Musical toys
Remaining_Categories: Toys,"
3871,"Name: Smart panel of the Scientist Puppy ""First words""
Main_Category: No_translation"
3872,"Name: Learner's Phone ""Laugh and Learn""
Main_Category: Musical toys
Remaining_Categories: Toys,"
3873,"Name: High chair for feeding and playing
Main_Category: High chairs
Remaining_Categories: Room and sleep,"
3874,"Name: Humidifier Ballu UHB-240 Disney
Main_Category: Humidifiers
Remaining_Categories: Room and sleep,"
3875,"Name: Cake with fairy lights, Smart stages
Main_Category: Sorters
Remaining_Categories: Musical toys, Toys,"
3876,"Name: Puppy Scientist's Washbasin
Main_Category: Role-playing toys
Remaining_Categories: Toys,"
3877,"Name: Tractor JUMBO FUN
Main_Category: Cars, steering wheels and garages
Remaining_Categories: Toys,"
3878,"Name: Veterinarian's trolley (red)
Main_Category: Role-playing toys
Remaining_Categories: Toys,"
3879,"Name: Tricycle PUKY Fitsch
Main_Category: Bicycles
Remaining_Categories: Children's transport,"
3880,"Name: Walkers Walky Talky
Main_Category: Walkers
Remaining_Categories: Exercise machines and gaming complexes,"
3881,"Name: Cleaning trolley with ELC vacuum cleaner
Main_Category: Role-playing toys
Remaining_Categories: Toys,"
3882,"Name: Chicco Soft & Dream Kangaroo Bag
Main_Category: Kangaroo bags, ergo-backpacks and slings
Remaining_Categories: Walks and travel,"
3883,"Name: Tricycle PUKY CAT 1S
Main_Category: Bicycles
Remaining_Categories: Children's transport,"
3884,"Name: Veterinarian's trolley
Main_Category: Role-playing toys
Remaining_Categories: Toys,"
3885,"Name: Dry pool with balls ""Indians""
Main_Category: Dry pools
Remaining_Categories: Everything for the holiday, Exercise machines and gaming complexes,"
3886,"Name: Dry pool with balls ""Animals""
Main_Category: Dry pools
Remaining_Categories: Everything for the holiday, Exercise machines and gaming complexes,"
3887,"Name: Trolley ""Jack of all trades""
Main_Category: Role-playing toys"
3888,"Name: Transforming track ""Skyscraper"" Fisher Price
Main_Category: Cars, steering wheels and garages
Remaining_Categories: Toys,"
3889,"Name: Humi Humidifier Relax
Main_Category: Humidifiers
Remaining_Categories: Room and sleep,"
3890,"Name: Dancing robot puppy Beebo
Main_Category: Robots and interactive toys
Remaining_Categories: Musical toys, Toys,"
3891,"Name: Chicco Go Moon Kangaroo Bag
Main_Category: Kangaroo bags, ergo-backpacks and slings
Remaining_Categories: Walks and travel,"
3892,"Name: Walkers “Jolly Train” 3-in-1
Main_Category: Walkers
Remaining_Categories: Exercise machines and gaming complexes,"
3893,"Name: Walking walker ""Zebra""
Main_Category: Gurneys
Remaining_Categories: Exercise machines and gaming complexes,"
3894,"Name: Stroller Chicco Ohlala 2 green
Main_Category: Strollers
Remaining_Categories: Walks and travel,"
3895,"Name: Sun lounger ""Solar Safari""
Main_Category: Sun loungers and cradles
Remaining_Categories: Room and sleep,"
3896,"Name: Rocking walker “Musical Rocking”
Main_Category: Walkers"
3897,"Name: Scooter Yvolution Glider Air
Main_Category: Scooters
Remaining_Categories: Children's transport,"
3898,"Name: Center with trampoline “Solar Safari”
Main_Category: Jumpers
Remaining_Categories: Exercise machines and gaming complexes,"
3899,"Name: Walker-wheelchair ""Robot"" 2-in-1
Main_Category: Gurneys
Remaining_Categories: Exercise machines and gaming complexes,"
3900,"Name: Walker-wheeler “Jolly Lion”
Main_Category: Tolokars and Gurneys
Remaining_Categories: Children's transport, Exercise machines and gaming complexes, Gurneys,"
3901,"Name: Walkers ""Lion Cub""
Main_Category: Exercise machines and gaming complexes
Remaining_Categories: Gurneys,"
3902,"Name: Suitcase-roller Trunki Bee
Main_Category: Suitcases and backpacks
Remaining_Categories: Children's transport, Tolokars and Gurneys, Walks and travel,"
3903,"Name: Stroller Chicco TrolleyMe 3
Main_Category: Strollers
Remaining_Categories: Walks and travel,"
3904,"Name: Cement tanker JUMBO FUN
Main_Category: Cars, steering wheels and garages
Remaining_Categories: Toys,"
3905,"Name: BounceRoo lounger
Main_Category: Sun loungers and cradles
Remaining_Categories: Room and sleep,"
3906,"Name: Walking center “Funny Bus”
Main_Category: Gurneys
Remaining_Categories: Exercise machines and gaming complexes,"
3907,"Name: Center-walker 2-in-1 “Sorter”
Main_Category: Gurneys
Remaining_Categories: Sorters, Exercise machines and gaming complexes, Toys,"
3908,"Name: Yvolution Glider 3-in-1 scooter
Main_Category: Scooters
Remaining_Categories: Children's transport,"
3909,"Name: Suitcase-roller Trunki Trancosaurus
Main_Category: Suitcases and backpacks
Remaining_Categories: Children's transport, Tolokars and Gurneys, Walks and travel,"
3910,"Name: Walkers with music panel 2-in-1
Main_Category: Walkers
Remaining_Categories: Exercise machines and gaming complexes,"
3911,"Name: Center-walker “The Cheerful Engine”
Main_Category: Gurneys
Remaining_Categories: Exercise machines and gaming complexes,"
3912,"Name: 2-in-1 walker ""Riding""
Main_Category: Tolokars and Gurneys
Remaining_Categories: Children's transport, Exercise machines and gaming complexes, Gurneys,"
3913,"Name: Trunki Tiger rolling suitcase
Main_Category: Suitcases and backpacks
Remaining_Categories: Children's transport, Tolokars and Gurneys, Walks and travel,"
3914,"Name: Sun lounger ""Underwater world""
Main_Category: Sun loungers and cradles
Remaining_Categories: Room and sleep,"
3915,"Name: Rattle Ball
Main_Category: No_translation"
3916,"Name: Double-sided Owl watch
Main_Category: No_translation"
3917,"Name: Laugh and Learn Cuckoo Clock
Main_Category: Musical toys
Remaining_Categories: Toys,"
3918,"Name: Chaise lounge ""Finding Nemo""
Main_Category: Sun loungers and cradles
Remaining_Categories: Room and sleep,"
3919,"Name: Walkers Chicco Band
Main_Category: Walkers
Remaining_Categories: Exercise machines and gaming complexes,"
3920,"Name: Stroller 2-in-1 Chicco Best Friend Crossover blue
Main_Category: Strollers
Remaining_Categories: Walks and travel,"
3922,"Name: Electronic medical cart
Main_Category: Role-playing toys
Remaining_Categories: Toys,"
3923,"Name: Yula ""Bouncing Balls""
Main_Category: Musical toys
Remaining_Categories: Toys,"
3924,"Name: Playpen mattress
Main_Category: Playpens and cribs
Remaining_Categories: Room and sleep,"
3925,"Name: Electric swing RockaRoo
Main_Category: Electric swing
Remaining_Categories: Room and sleep,"
3926,"Name: Neon Vector LED Scooter
Main_Category: Scooters
Remaining_Categories: Children's transport,"
3928,"Name: MegaBlocks construction set 60 pieces
Main_Category: Constructors"
3929,"Name: Electronic kitchen Cherry
Main_Category: Role-playing toys
Remaining_Categories: Toys,"
3932,"Name: Electric swing “Starry Sky” Fisher Price
Main_Category: Electric swing"
3933,"Name: Mia Bouncer, Chicco
Main_Category: Sun loungers and cradles"
3934,"Name: Wheelchair ""Jungle Adventure"" Italtrike
Main_Category: No_translation"
3936,"Name: Electric swing “Solar Jungle” Bright Starts
Main_Category: Electric swing
Remaining_Categories: Room and sleep,"
3938,"Name: Electronic mobile Tiny Love 2nd generation
Main_Category: Mobiles and night lights
Remaining_Categories: Room and sleep,"
3940,"Name: Sun lounger Jetem Relax
Main_Category: Sun loungers and cradles"
3942,"Name: Scooter Y-volution Glider XL
Main_Category: Scooters
Remaining_Categories: Children's transport,"
3944,"Name: Electric swing “Friends from the rainforest”
Main_Category: Electric swing
Remaining_Categories: Room and sleep,"
3945,"Name: Electronic swing ""Cute Puppy"" Fisher Price
Main_Category: Electric swing
Remaining_Categories: Room and sleep,"
3946,"Name: Stroller Chicco Minimo 3
Main_Category: Strollers
Remaining_Categories: Walks and travel,"
3947,"Name: Yula ""Ladybug""
Main_Category: Musical toys"
3949,"Name: Fisher Price Chaise Lounge ""Grow and Explore""
Main_Category: Sun loungers and cradles
Remaining_Categories: Room and sleep,"
3950,"Name: Game set ""Rescue Station"" ELC
Main_Category: Cars, steering wheels and garages
Remaining_Categories: Toys,"
3951,"Name: Electronic supermarket Smoby Super Store
Main_Category: Role-playing toys
Remaining_Categories: Toys,"
3954,"Name: Sea adventure ride Italtrike
Main_Category: No_translation"
3956,"Name: Tiny Love Classic Mobile
Main_Category: Mobiles and night lights
Remaining_Categories: Room and sleep,"
3957,"Name: Playgo Game three-level parking
Main_Category: Cars, steering wheels and garages"
3968,"Name: Kiddieland Multifunctional Box
Main_Category: Multicenters
Remaining_Categories: Musical toys, Toys,"
3972,"Name: Supercar “Beep-Beep!”
Main_Category: Tolokars and Gurneys
Remaining_Categories: Children's transport,"
3973,"Name: Top with PlayGo balls
Main_Category: Musical toys
Remaining_Categories: Toys,"
4160,"Name: Scooter Y-Glider NUA
Main_Category: Scooters
Remaining_Categories: Children's transport,"
4161,"Name: Bizidom Travel S
Main_Category: Busy boards and busy houses
Remaining_Categories: Toys,"
4162,"Name: Bizidom Active M
Main_Category: Busy boards and busy houses
Remaining_Categories: Toys,"
4163,"Name: Car seat Happy Baby Skyler V2
Main_Category: Car seats
Remaining_Categories: Walks and travel,"
4164,"Name: Backpack BabyBjorn One Air
Main_Category: Kangaroo bags, ergo-backpacks and slings
Remaining_Categories: Walks and travel,"
4165,"Name: Doona stroller car seat
Main_Category: Car seats
Remaining_Categories: Walks and travel,"
4166,"Name: Stroller Inglesina Quid
Main_Category: Strollers"
4169,"Name: Runbike Puky LR M Classic
Main_Category: Balance bikes"
4170,"Name: Puky LR Ride balance bike
Main_Category: Balance bikes
Remaining_Categories: Children's transport,"
4171,"Name: Running bike Pukymoto
Main_Category: Balance bikes
Remaining_Categories: Children's transport,"
4172,"Name: Tricycle Puky CAT S6 Ceety
Main_Category: Bicycles
Remaining_Categories: Children's transport,"
4173,"Name: City scooter PUKY Speed ​​Us One
Main_Category: Scooters
Remaining_Categories: Children's transport,"
4174,"Name: Scooter Puky R
Main_Category: Scooters
Remaining_Categories: Children's transport,"
4175,"Name: Scooter Puky R1
Main_Category: Scooters
Remaining_Categories: Children's transport,"
4178,"Name: Children's supermarket Fresh Market
Main_Category: Role-playing toys
Remaining_Categories: Toys,"
4180,"Name: Slide KS with water effect
Main_Category: Gorki
Remaining_Categories: Everything for the holiday, Exercise machines and gaming complexes,"
4181,"Name: XL pedal tractor with trailer
Main_Category: Children's transport
Remaining_Categories: Tolokars and Gurneys,"
4281,"Name: Cozy House slide
Main_Category: Gorki
Remaining_Categories: Everything for the holiday,"
4282,"Name: Playpen First Baby Room
Main_Category: Playpen-fences
Remaining_Categories: Room and sleep,"
4283,"Name: Playpen Forest
Main_Category: Playpen-fences
Remaining_Categories: Room and sleep,"
4284,"Name: Car seat Zlatek Cruiser Isofix
Main_Category: Car seats
Remaining_Categories: Walks and travel,"
4285,"Name: Weather stroller Caboose Graphite
Main_Category: Strollers
Remaining_Categories: Walks and travel,"
4286,"Name: Playpen bed Bear on the Moon with mattress
Main_Category: No_translation"
4287,"Name: Libra ""Sasha""
Main_Category: Scales
Remaining_Categories: Room and sleep,"
4288,"Name: Antelope high chair
Main_Category: High chairs
Remaining_Categories: Room and sleep,"
4289,"Name: Zebra cot with mattress
Main_Category: No_translation"
4290,"Name: Car seat Romer Kid isofix Blue
Main_Category: No_translation"
4291,"Name: Stroller Yoya Babytime
Main_Category: Strollers
Remaining_Categories: Walks and travel,"
4292,"Name: Railway arena Manyuni
Main_Category: No_translation"
5583,"Name: Libra Sasha
Main_Category: No_translation"
5585,"Name: Booster Oscar
Main_Category: No_translation"
5586,"Name: Booster red
Main_Category: No_translation"
5587,"Name: Car seat Primo Viaggio
Main_Category: No_translation"
5588,"Name: Ferrari car seat
Main_Category: No_translation"
5589,"Name: Ergo backpack ERGO Baby Carrier
Main_Category: No_translation"
5590,"Name: Video baby monitor Motorola MBP26
Main_Category: Video baby monitors and baby monitors
Remaining_Categories: Room and sleep, Walks and travel,"
5591,"Name: Video baby monitor Motorola MBP481
Main_Category: Video baby monitors and baby monitors
Remaining_Categories: Room and sleep,"
5592,"Name: Video baby monitor Maman BM2600
Main_Category: No_translation"
5593,"Name: Garage Vtech
Main_Category: No_translation"
5594,"Name: Car seat Baby Care Giraffe
Main_Category: No_translation"
5595,"Name: Car seat Maxi-Cosi Priori
Main_Category: No_translation"
5596,"Name: Set Baby: Chaise Longue Babybjorn + Libra Sasha
Main_Category: No_translation"
5597,"Name: Light tablet + color blocks 17 pcs
Main_Category: No_translation"
5598,"Name: Car seat Maxi-Cosi Citi
Main_Category: Car seats
Remaining_Categories: Walks and travel,"
5599,"Name: Car seat Maxi-Cosi Rock
Main_Category: Car seats
Remaining_Categories: Walks and travel,"
5600,"Name: Car seat Maxi-Cosi Priori SPS
Main_Category: Car seats
Remaining_Categories: Walks and travel,"
5601,"Name: Car seat Maxi-Cosi Rodi Fix Air Protect
Main_Category: Car seats
Remaining_Categories: Walks and travel,"
5602,"Name: Stroller Yoya Plus Max
Main_Category: Strollers
Remaining_Categories: Walks and travel,"
5603,"Name: Chicco Pocket Lunch Highchair
Main_Category: High chairs
Remaining_Categories: Room and sleep,"
5604,"Name: Children's bathing slide
Main_Category: No_translation"
5605,"Name: Stroller-car seat Foo Foo
Main_Category: Car seats
Remaining_Categories: Walks and travel,"
6136,"Name: Steering wheel Beep Beep!
Main_Category: Cars, steering wheels and garages
Remaining_Categories: Toys,"
6137,"Name: Seth Karapuz (Libra Sasha + Red Castle Cocoon for newborns)
Main_Category: No_translation"
6138,"Name: Romer Duo Plus Isofix car seat
Main_Category: No_translation"
6139,"Name: Parklon Portable Mat Baby toys with bag
Main_Category: Educational mats
Remaining_Categories: Room and sleep,"
6149,"Name: Mini-mobile Meadow Days Pack&Go
Main_Category: Mobiles and night lights
Remaining_Categories: Strollers, Room and sleep, Walks and travel,"
6150,"Name: hanging toy
Main_Category: No_translation"
6151,"Name: Car seat Peg-Perego Primo Viaggio
Main_Category: No_translation"
6152,"Name: Baby monitor Maman BM1000
Main_Category: Video baby monitors and baby monitors
Remaining_Categories: Walks and travel,"
6153,"Name: Seth Malyshok (Libra Sasha + Electronic swing MamaRoo 4.0)
Main_Category: No_translation"
6154,"Name: Mouse House ""Teapot""
Main_Category: Farms and cabins
Remaining_Categories: Toys,"
6155,"Name: Set No. 2 - Chicco Pocket Lunch chair, Sparco F500K car seat, Hauck Dream'n'Play playpen bed, Playpen mattress
Main_Category: No_translation"
6494,"Name: Video baby monitor Motorola MBP26
Main_Category: Video baby monitors and baby monitors"
6495,"Name: Rain cover for stroller
Main_Category: Strollers"
6496,"Name: Robot window cleaner
Main_Category: No_translation"
6497,"Name: Stroller Skillmax K044
Main_Category: Strollers
Remaining_Categories: Walks and travel,"
6498,"Name: Stroller Skillmax K113
Main_Category: Strollers
Remaining_Categories: Walks and travel,"
6499,"Name: Universal stroller 2 in 1 Skillmax K041
Main_Category: Strollers"
6500,"Name: Stroller Cool Baby 8703
Main_Category: Strollers
Remaining_Categories: Walks and travel,"
6501,"Name: Baby scales Maman SBBC222
Main_Category: Scales
Remaining_Categories: Room and sleep,"
6502,"Name: Stroller 2-in-1 Skillmax K041
Main_Category: Strollers
Remaining_Categories: Walks and travel,"
6503,"Name: Stroller Skillmax 808B
Main_Category: Strollers
Remaining_Categories: Walks and travel,"
6504,"Name: Stroller Skillmax K818
Main_Category: Strollers
Remaining_Categories: Walks and travel,"
6505,"Name: Wireless video baby monitor Maman VM711
Main_Category: Video baby monitors and baby monitors
Remaining_Categories: Walks and travel,"
6506,"Name: Stroller Bair D288-C1
Main_Category: Strollers
Remaining_Categories: Walks and travel,"
6507,"Name: Ladybug gurney Italtrike
Main_Category: Tolokars and Gurneys
Remaining_Categories: Children's transport,"
6508,"Name: Happy Baby Berny Lux high chair
Main_Category: High chairs
Remaining_Categories: Room and sleep,"
6658,"Name: Forest kids Dagna cradle with rocking system
Main_Category: Electric swing
Remaining_Categories: Room and sleep, Sun loungers and cradles,"
6659,"Name: Car seat Mr Sandman
Main_Category: No_translation"
6660,"Name: Car seat Baby Care Nika 0/1/2 (0-25 kg)
Main_Category: No_translation"
6661,"Name: stroller uouo plus 6+ black in a bag
Main_Category: No_translation"
6662,"Name: Stroller Babyzen Yoyo 6+
Main_Category: Strollers"
6663,"Name: Stroller for newborns Babyzen Yoyo 0+
Main_Category: Strollers"
6664,"Name: Stroller Valco Baby Snap 4 Trend
Main_Category: Strollers"
6665,"Name: Stroller Baby Jogger Tour 2
Main_Category: Strollers"
6666,"Name: Adapter ""Maxi-Cosi Car Seat + Babyzen Stroller""
Main_Category: No_translation"
6667,"Name: Car seat Maxi-Cosi Pebble (Crazy Mamas)
Main_Category: Car seats"
6668,"Name: Baby Jogger Tour
Main_Category: No_translation"
6669,"Name: stroller uooo 0+
Main_Category: No_translation"
6670,"Name: stroller Valco baby cnap trend
Main_Category: No_translation"
6671,"Name: Valco Baby Snap Trend
Main_Category: No_translation"
6673,"Name: stroller uouo 6+ blue with rain cover
Main_Category: No_translation"
6674,"Name: Electronic swing MamaRoo NEW
Main_Category: Electric swing
Remaining_Categories: Room and sleep,"
6675,"Name: Stroller Babyzen Yoyo2 6+
Main_Category: Strollers"
6676,"Name: Maxi-Cosi Pebble infant carrier + Yoyo chassis
Main_Category: No_translation"
6677,"Name: Educational mat ""Sunny day""
Main_Category: No_translation"
6678,"Name: Jetem Violino high chair
Main_Category: No_translation"
463480210,"Name: Cocoon for newborns Cocoonababy Red Castle for rent
Main_Category: Cocoons for newborns"
463480211,"Name: Cocoon for newborns Matello Cocon Baby Lux for rent
Main_Category: Cocoons for newborns"
463480212,"Name: Farla Baby Shell for rent
Main_Category: Cocoons for newborns"
463480213,"Name: Swing-chaise lounge 4moms MamaRoo 4.0 for rent
Main_Category: Electric swing
Remaining_Categories: Swings, sun loungers,"
463480214,"Name: Swing-chaise lounge 4moms MamaRoo 3.0 for rent
Main_Category: Electric swing
Remaining_Categories: Swings, sun loungers,"
463480215,"Name: Children's electric swing Pituso Osito for rent
Main_Category: Swings, sun loungers"
463480216,"Name: Bright Starts Cradling Swing for rent
Main_Category: Swings, sun loungers"
463480217,"Name: Medela Swing Maxi Double breast pump for rent
Main_Category: No_translation"
463480218,"Name: Medela Freestyle Double breast pump for rent
Main_Category: No_translation"
463480219,"Name: Medela Swing Single breast pump for rent
Main_Category: No_translation"
463480220,"Name: Car seat HappyBaby Gelios V2 for rent
Main_Category: Car seats, infant carriers"
463480221,"Name: Britax Romer Baby-Safe SHR II car seat (0-13 kg) for rent
Main_Category: Car seats for newborns
Remaining_Categories: Car seats, infant carriers, Britax Romer car seats,"
463480222,"Name: Cybex Aton Q Plus car seat for rent
Main_Category: Car seats, infant carriers"
463480223,"Name: Medical scales Maman VEND for rent
Main_Category: Scales"
463480224,"Name: Laica PS3003 newborn scale for rent
Main_Category: Scales"
463480225,"Name: Laica PS3001 baby scale for rent
Main_Category: Scales"
463480226,"Name: Stroller for newborns BabyZen YoYo 0+ (blue) for rent
Main_Category: Travel strollers
Remaining_Categories: Strollers, Strollers for newborns (cradles), YoYo strollers,"
463480227,"Name: BabyZen YoYo 6+ stroller (blue) for rent
Main_Category: YoYo strollers
Remaining_Categories: Strollers, Strollers, Travel strollers,"
463480228,"Name: Video baby monitor Motorola MBP481 for rent
Main_Category: Baby monitors"
463480229,"Name: Video baby monitor Motorola MBP621 for rent
Main_Category: No_translation"
463480230,"Name: Video baby monitor Switel BCF808 for rent
Main_Category: No_translation"
463480231,"Name: Motorola MBP36S video baby monitor for rent
Main_Category: Baby monitors"
463480232,"Name: Video baby monitor Maman BM2600 for rent
Main_Category: No_translation"
463480235,"Name: 4moms Multicolor insert for rent
Main_Category: Electric swing
Remaining_Categories: Swings, sun loungers,"
463480236,"Name: Babyzen YoYo stroller bumper for rent
Main_Category: Strollers"
463480237,"Name: Extension for YoYa/Yoyo stroller for rent
Main_Category: Strollers"
463480238,"Name: BabyZen YoYo 6+ stroller for rent
Main_Category: Strollers"
463480240,"Name: Stroller for newborns BabyZen YoYo 0+ (black) for rent
Main_Category: YoYo strollers
Remaining_Categories: Strollers, Travel strollers, Strollers for newborns (cradles),"
463480242,"Name: Britax Roemer Kidfix SL car seat (15-36 kg) for rent
Main_Category: Britax Romer car seats
Remaining_Categories: Car seats, infant carriers,"
463480242,"Name: Britax Roemer Kidfix SL car seat (15-36 kg) for rent
Main_Category: Britax Romer car seats
Remaining_Categories: Car seats, infant carriers,"
463480245,"Name: Video baby monitor Motorola MBP621 (VT16028003448)
Main_Category: Baby monitors"
463480248,"Name: Baby stroller Yoya 6+ gray for rent
Main_Category: Strollers"
463480249,"Name: Baby stroller Yoya 6+ Khaki for rent
Main_Category: Strollers"
463480252,"Name: Baby stroller Yoya 6+ Lime for rent
Main_Category: Strollers"
463480254,"Name: Baby stroller Yoya 6+ Yellow for rent
Main_Category: Strollers"
463480255,"Name: Baby stroller Yoya 6+ Mickey for rent
Main_Category: Strollers"
463480256,"Name: Baby stroller Yoya 6+ Minnie for rent
Main_Category: Strollers"
463480258,"Name: Swing-chaise lounge 4moms MamaRoo 2.0 for rent
Main_Category: Swings, sun loungers"
463480259,"Name: Swing-chaise lounge 4moms MamaRoo 4.0 Silver for rent
Main_Category: Electric swing
Remaining_Categories: Swings, sun loungers,"
463480267,"Name: Car seat BRITAX ROMER Baby-Safe Plus SHR II (07183640)
Main_Category: Car seats, infant carriers"
463480273,"Name: Britax Romer Baby-Safe car seat (0-13 kg) for rent
Main_Category: Car seats for newborns
Remaining_Categories: Car seats, infant carriers, Britax Romer car seats,"
463480317,"Name: Mosquito net Babyzen Yoyo Plus 0+
Main_Category: Strollers"
463480320,"Name: Mosquito net Babyzen Yoyo Plus 6+
Main_Category: Strollers"
463480322,"Name: Britax Romer Evolva car seat (9-36 kg) for rent
Main_Category: Car seats 9-36 kg
Remaining_Categories: Car seats, infant carriers, Britax Romer car seats,"
463480333,"Name: Video baby monitor Motorola MBP483 for rent
Main_Category: No_translation"
463480336,"Name: Educational mat Bright Starts Dreams of Africa 5-in-1 for rent
Main_Category: Educational mats
Remaining_Categories: Educational toys,"
463480337,"Name: Educational mat Bright Starts Africa for rent
Main_Category: Educational mats
Remaining_Categories: Educational toys,"
463480338,"Name: Fisher-Price educational mat ""Growing Together"" for rent
Main_Category: Educational mats
Remaining_Categories: Educational toys,"
463480339,"Name: Educational mat Tiny Love Sunny day for rent
Main_Category: Educational mats
Remaining_Categories: Educational toys,"
463480340,"Name: Educational mat Funkids Color Zoo Gym for rent
Main_Category: Educational mats
Remaining_Categories: Educational toys,"
463480342,"Name: Car seat Recaro Milano Seatfix (15-36 kg) for rent
Main_Category: Car seats, infant carriers"
463480346,"Name: Ergo backpack BabyBjorn One for rent
Main_Category: Ergo backpacks"
463480347,"Name: Ergobaby Organic Cotton Fabric ergo backpack for rent
Main_Category: No_translation"
463480348,"Name: Ergo backpack I Love Mum Smart for rent
Main_Category: No_translation"
463480350,"Name: Ergo backpack Chicco Go for rent
Main_Category: Ergo backpacks"
463480351,"Name: Ergo backpack Tiny Love Tiny Hug for rent
Main_Category: No_translation"
463480355,"Name: Playpen bed hauck sleep`n play go plus for rent
Main_Category: Cribs, playpens"
463480356,"Name: Playpen bed Brevi Travel B for rent
Main_Category: Cribs, playpens"
463480358,"Name: Hauck Dream'n Play playpen for rent
Main_Category: Cribs, playpens"
463480359,"Name: Chicco Next2Me cot for rent
Main_Category: Cribs, playpens"
463480360,"Name: Pituso Sevilla playpen for rent
Main_Category: No_translation"
463480361,"Name: Playpen Hauck Sleep`n Play SQ for rent
Main_Category: No_translation"
463480362,"Name: Siger Booster Crumb Plus (22-36 kg) for rent
Main_Category: Car seats, infant carriers"
463480363,"Name: Booster Heyner SafeUp Aero L (group 2/3) for rent
Main_Category: No_translation"
